Course ID,Date Added,Collection Language,Course Title,Category,Subcategory
3284928,2022-01-26,IT,Impara Le Basi del Bitcoin e della Blockchain,Finance & Accounting,Investing & Trading
3322274,2022-01-26,IT,Instagram Marketing 2021 - Il Corso Completo con Certificato,Marketing,Social Media Marketing
3371860,2022-01-26,IT,Corso di Dizione Italiana,Personal Development,Language Learning
3411850,2022-01-26,IT,Impara online l'olandese in olandese 1: la lingua olandese,Personal Development,Language Learning
3411870,2022-01-26,IT,Impara il francese in francese 1: corso di lingua francese,Personal Development,Language Learning
3483798,2022-01-26,IT,Fondamenti di gestione della produzione,Project Management & Operations,Project Management Fundamentals
3509598,2022-01-26,IT,Corso sui KPI in Analisi Commerciale,Leadership & Management,Strategy
3593910,2022-01-26,IT,Corso ActiveCampaign: Email Marketing Automation,Marketing,Marketing Analytics & Automation
3636924,2022-01-26,IT,CyberSecurity awareness per utenti,IT Operations,Network & Security
3696426,2022-01-26,IT,Corso Completo di Inglese: Inglese per Principianti,Personal Development,Language Learning
3710734,2022-01-26,IT,Adobe InDesign CC - il Corso Essenziale ed Efficace,Design,Design Tools
3713964,2022-01-26,IT,Corso di programmazione in C++ 20,Development,Programming Languages
3719884,2022-01-26,IT,PNL per tutti: Programmazione Neuro Linguistica fondamentale,Leadership & Management,Communication
3794026,2022-01-26,IT,PhpStorm master class. Il Miglior IDE php per fullstack dev.,Development,Programming Languages
3820750,2022-01-26,IT,Corso Completo di Spagnolo: Spagnolo per Principianti,Personal Development,Language Learning
3829330,2022-01-26,IT,Creiamo Applicazioni Responsive con Angular Material e RxJS,Development,Web Development
3844202,2022-01-26,IT,Corso di Power Point,Office Productivity,Presentations
3856284,2022-01-26,IT,Diventa un vero PROGRAMMATORE JAVA JUNIOR,Development,Programming Languages
3858188,2022-01-26,IT,Le basi del Social Media Manager,Marketing,Social Media Marketing
3863020,2022-01-26,IT,Corso CISCO CCNA 200 301 + LAB in ITALIANO,IT Operations,Network & Security
3882686,2022-01-26,IT,New PMP Test - Simulazione Esame 2021 in Italiano,Project Management & Operations,Project Management Certifications
3901532,2022-01-26,IT,Leadership e autorevolezza nelle riunioni online.,Leadership & Management,Management
3903878,2022-01-26,IT,VB.NET da zero ai database,IT Operations,Network & Security
3906774,2022-01-26,IT,Corso completo di Cinese (livello base),Personal Development,Language Learning
3916956,2022-01-26,IT,Workshop completo sul Routing tecnologia MikroTik RouterOS,IT Operations,Network & Security
3925694,2022-01-26,IT,Comunicazione Efficace Masterclass : Psicologia e Segreti,Leadership & Management,Communication
3973270,2022-01-26,IT,Comunicare un evento sul Web 2.0,Marketing,Social Media Marketing
3981910,2022-01-26,IT,"Google search, web scraping e trends.L'arte della ricerca.",Development,Web Development
4047288,2022-01-26,IT,Unreal Engine 4 e 5 in C++,Development,Programming Languages
4069482,2022-01-26,IT,valutazione Azionaria,Finance & Accounting,Financial Modeling & Analysis
4075140,2022-01-26,IT,Il tuo primo corso di Spagnolo (livello Base),Personal Development,Language Learning
4116932,2022-01-26,IT,Mindset vincente. Mentalità da leader per ottenere successo,Leadership & Management,Leadership
4131146,2022-01-26,IT,Impariamo da zero la piattaforma cloud di Microsoft Azure,Cloud Computing,Cloud Development
4156402,2022-01-26,IT,Corso Completo su Trading View in Italiano™,Finance & Accounting,Investing & Trading
4183792,2022-01-26,IT,Adobe InDesign CC: impaginare da Zero ad Esperto,Design,Design Tools
4185796,2022-01-26,IT,Sviluppo Web Wordpress: Corso completo con Plugin e Temi,Development,Web Development
4193638,2022-01-26,IT,WordPress pratico: impara oggi a realizzare il tuo Sito Web,Development,Web Development
4207208,2022-01-26,IT,Risk Management,IT Operations,Network & Security
4218092,2022-01-26,IT,Corso COMPLETO di PHP 8 - Masterclass,Development,Programming Languages
4218276,2022-01-26,IT,Email Marketing con AWeber,Marketing,Marketing Strategy
4229596,2022-01-26,IT,Guida base di Docker: configurazione per Php e Laravel 8,Development,Development Tools
4250106,2022-01-26,IT,Gestione del tempo - Fare il triplo nella metà del tempo™,Personal Development,Personal Growth
4262542,2022-01-26,IT,Brand Management - edizione PRO,Marketing,Marketing Strategy
4279360,2022-01-26,IT,Corso pratico di Pandas e Python con esempi per data mining,Data Science,Analytics
4296928,2022-01-26,IT,Introduzione alla Finanza,Finance & Accounting,Finance Fundamentals
4327120,2022-01-26,IT,"Linguaggio C, il corso PREMIUM con esercizi svolti 2022.",Development,Programming Languages
4327324,2022-01-26,IT,10 Hours Italian Course  + 243 audios - Complete Beginners,Personal Development,Language Learning
4329454,2022-01-26,IT,Network Vulnerability Assessment,IT Operations,Network & Security
4343156,2022-01-26,IT,Android Hacking & Pentesting Principianti Completo,IT Operations,Network & Security
4351382,2022-01-26,IT,Eccellenza nella Leadership - Esercizi pratici di leadership,Leadership & Management,Leadership
4351942,2022-01-26,IT,Laravel: La Guida Completa,Development,Web Development
4360470,2022-01-26,IT,Costruisci il tuo sito web con WordPress ed Elementor,Design,Web Design
4380458,2022-01-26,IT,Adobe Dimension CC: il 3D in modo semplice e immediato,Design,3D & Animation
4395448,2022-01-26,IT,Impariamo da zero il framework Spring Batch,Development,Web Development
4395704,2022-01-26,IT,Guida operativa Cryptovalute su Binance. Corso Completo A-Z™,Finance & Accounting,Investing & Trading
4412636,2022-01-26,IT,Corso Inglese Online: Imparare l'Inglese da 0 Senza Sforzo,Personal Development,Language Learning
4432370,2022-01-26,IT,Google Ads PRO 2022: la guida completa dalla A alla Z,Marketing,Paid Advertising
4451520,2022-01-26,IT,PHP 8 per lo Sviluppo di Applicazioni MVC,Development,Programming Languages
3859760,2022-01-31,JP,【続】Microsoft Power BI Desktop- 入門講座 DAX-TABLE FUNC.特訓編 Part2,Data Science,Analytics
4450352,2022-01-31,JP,デザインパターン１：デザインパターンを学ぶ準備とクラス図とファサードパターン,Development,Programming Languages
4335658,2022-01-31,JP,現役YouTuberが教える！iPadだけでプロ級の動画編集をする方法。【LumaFusion】,Design,Design Tools
4098832,2022-01-31,JP,iPadだけで手書きPOPを作る！超人気アプリ「Procreate」の使い方,Design,Design Tools
4131070,2022-01-31,JP,超人気アプリ「Procreate」でオシャレなデジタルアート！iPadでペンギンを描く方法,Design,Design Tools
4176306,2022-01-31,JP,「Affinity Designer」でプロ並みの年賀状を作る！初心者でもカンタン・オシャレなイラストを描く方法,Design,Graphic Design
2840896,2022-01-31,JP,【初心者】Adobe Premiere Pro CCたった1日でオリジナル動画を完成させよう！2021年版,Marketing,Video & Mobile Marketing
3231703,2022-01-31,JP,C#で描画をする方法：自由に線や〇を描いて自前のグラフなどを作る方法,Development,Programming Languages
3529738,2022-01-31,JP,C#でモダンなUIを作る方法：MetroFrameworkを使ってWindowsフォームをオシャレにする,Development,Programming Languages
4066120,2022-01-31,JP,【会計freee】帳簿作成の手順とコツを解説,Finance & Accounting,Accounting Software
3836050,2022-01-31,JP,【初級〜上級】Adobe Illustratorでパッケージデザインをしよう！台紙・トムソン・箱のデータ作成〜入稿まで！,Design,Design Tools
2696910,2022-01-31,JP,"Python 3.8マスター講座!!0から文法、標準ライブラリ、numpy, pandas, SQLAlchemy",Development,Programming Languages
822688,2022-01-31,JP,出版業界へのパスポート Adobe InDesign を使いこなそう。９時間でプロ・クオリティのページ編集テクニック,Design,Graphic Design
3542974,2022-01-31,JP,Shopifyでクライアントのストアを作る人のための講座,Development,Web Development
2642626,2022-01-31,JP,Premiere Pro動画編集で使えるテレビ風テロップデザイン作成テクニック 入門クラス,Marketing,Video & Mobile Marketing
3641338,2022-01-31,JP,Web開発ソフトウェアテスト徹底攻略 (React Hooks/Redux + Django REST API),Development,Software Testing
4393170,2022-01-31,JP,独学者のための統計学基礎講座 「仮説検定と区間推定」,Data Science,Statistical Analysis
2504724,2022-01-31,JP,『Djangoパーフェクトマスター』〜インスタ映えを支えるPython超高速開発Webフレームワークを徹底解説！〜,Development,Web Development
2715642,2022-01-31,JP,"デザイナーのための、はじめてのAdobeスクリプト[Photoshop, After Effects, etc.]",Development,Web Development
4043290,2022-01-31,JP,【Pythonではじめる】ラズベリーパイと電子工作入門,IT Operations,Hardware
3745612,2022-01-31,JP,AfterEffects【脱初心者】シェイプ・アニメーションで作る【6種】のモーショングラフィックス,Design,Design Tools
4345688,2022-01-31,JP,絶対合格！Microsoft AI-900 模擬試験問題 ※日本語対応,IT Operations,IT Certifications
3949878,2022-01-31,JP,【フーリエ変換ことはじめ】フーリエ変換を「使える」ようになろう！,Data Science,Statistical Analysis
4315262,2022-01-31,JP,AWSでDockerを本番運用！AmazonECSを使って低コストでコンテナを運用する実践コース,IT Operations,Operating Systems & Servers
4419820,2022-01-31,JP,【TOEIC®ここで差がつく！リスニング講座】聞き取りにくいイギリス発音を攻略 & PART2の難問で得点力アップ！,Personal Development,Language Learning
4099632,2022-01-31,JP,After Effects【脱初心者】HUD 5種＋2作品【モーショングラフィックス】,Design,Design Tools
2371360,2022-01-31,JP,【PremierePro対応】ゼロから学ぶ映像制作：企画～絵コンテ～撮影～編集まで,Design,Design Tools
2724096,2022-01-31,JP,動画制作スキルを身につけるために！映像の基礎知識編,Design,Design Tools
3314154,2022-01-31,JP,【簿記３級講座_新試験制度完全対応】スライドで視覚的に、Webアプリで学習。たった10時間で日商簿記マスター,Finance & Accounting,Accounting
2700372,2022-01-31,JP,未経験からwebディレクターになる！プロが教える超短期型育成コース：案件獲得～提案～納品までのフローを徹底解説,Design,Web Design
4348868,2022-01-31,JP,エクセルによる確率分布基礎講座,Data Science,Statistical Analysis
4209682,2022-01-31,JP,イメージでわかる線形代数 - 連立方程式と固有値問題 -：社会人になってから学ぶ数学（初級編）,Data Science,Statistical Analysis
4181924,2022-01-31,JP,ノーコード「Bubble」で「Slack」を作ろう | チャットアプリの作り方、データベース設計を学べます,Development,Web Development
2274527,2022-01-31,JP,Unity超簡単！ターン制対戦ゲームが作れる6つのテクニック,Development,Game Development
4177880,2022-01-31,JP,After Effects【脱初心者】VFX入門-【6種】の3Dトラッキング,Design,Design Tools
4259804,2022-01-31,JP,After Effects【脱初心者】6種のパーティクル・アニメーション【モーショングラフィックス】,Design,Design Tools
4365396,2022-01-31,JP,初心者入門 After Effects（アフターエフェクト）モーショングラフィックス基礎講座【14時間フル学習コース】,Design,Design Tools
4324762,2022-01-31,JP,1日2万文字書くプロライター直伝！素早く・わかりやすい文章を書くスピードライティング術【全資料ダウンロード可能】,Marketing,Content Marketing
4314520,2022-01-31,JP,Amazon Lightsail入門 〜AWSで最も安く簡単にLaravel(PHP)サーバー構築を実践しよう！〜,IT Operations,Operating Systems & Servers
4281176,2022-01-31,JP,【2022年最新】超入門ゼロから始める！Fusion初級講座DaVinci Resolve 17モーショングラフィックス,Marketing,Video & Mobile Marketing
4026326,2022-01-31,JP,【データ分析入門（最初の3日）】文系の方や統計・データサイエンスにつまずいた方も実務で使える（考え方とExcel活用）,Data Science,Statistical Analysis
4204828,2022-01-31,JP,"【HTML,CSS,JS,PHP,Git,Docker】✅ プログラミング初心者OK！ ゼロからわかるWebシステム開発",Development,Web Development
4307185,2022-01-31,JP,【フリーランスは特に注意！】いちばんわかりやすい「インボイス制度」の基礎知識,Finance & Accounting,Finance Fundamentals
4196426,2022-01-31,JP,駆け出しエンジニアのためのDocker入門,IT Operations,Operating Systems & Servers
4001826,2022-01-31,JP,7ステップで作るPython x Flask x Pytorch 人工知能Webアプリ開発入門,Data Science,Machine Learning
4254922,2022-01-31,JP,【完全版】Google AppSheet Automationマスター講座|業務プロセスをノーコードで自動化しよう,Office Productivity,Email & Productivity
3729896,2022-01-31,JP,外交官通訳経験者の英会話｜30日で英語が話せる！英語力ゼロから【シート1枚だけ】で夢を叶えて人生が変わる英文法｜シート付,Personal Development,Language Learning
3074830,2022-01-31,JP,【人事・面接官向け】初めての面接講座 − シリコンバレーで活用される、”科学的”な見極め・惹きつけ術,Workplace & Human Resources,Human Resources Fundamentals
1450224,2022-01-31,JP,半歩踏み出してみない？心理カウンセラーが教える夢を実現するための自分スタイルの目標設定と行動のつくり方講座,Leadership & Management,Strategy
2591232,2022-01-31,JP,【続】Microsoft - Excel Power Pivot 入門講座 ～Power Query Editor編～,Data Science,Analytics
4105636,2022-01-31,JP,【作って学ぶ】laravel8とMySQLで作るシンプルメモアプリ,Development,Web Development
4230890,2022-01-31,JP,Microsoft Access 基礎マスターコース【実務に活かせるデータ集計力が身に付く】,Data Science,Analytics
4177280,2022-01-31,JP,【RPA】 Power Automate Desktop 超入門：すぐ使える業務効率化アプリを作成する方法,Office Productivity,Collaboration
2680670,2022-01-31,JP,外資系企業 で実際に行われた エクセル を使った３つの アドホック分析,Data Science,Analytics
2718372,2022-01-31,JP,Microsoft Excel Visualization - エクセル による グラフ作成 この時はこのグラフを使え！,Data Science,Data Visualization
4032798,2022-01-31,JP,AIエンジニアが教えるRとtidymodelsによる機械学習と予測モデリング,Data Science,Data Visualization
4226888,2022-01-31,JP,はじめてのクラウド入門- ビジネスパーソンがクラウドコンピューティングの基本を学び、ビジネスへの活用方法を知る,Cloud Computing,Cloud Fundamentals
3442708,2022-01-31,JP,Power Pivot Zero,Data Science,Analytics
2435494,2022-01-31,JP,Google フォーム徹底解説！効率的なアンケート作成・自動集計をマスター,Office Productivity,Collaboration
3103220,2022-01-31,JP,新人工知能シリーズNeural Knowledge™理論講座① ～現代の人工知能の課題とその解決策～,Data Science,Machine Learning
4225420,2022-01-31,JP,【マクロで自動化】大量の Excel シート、ファイルを作成＆集計する VBA マスターコース,Office Productivity,Spreadsheets
2573104,2022-01-31,JP,Pythonによるウェブスクレイピング（Python Web Scraping）,Development,Web Development
4219726,2022-01-31,JP,【初学者向け】データマネジメント入門！DX推進やAI 導入を支える重要な要素をDMBOKに沿ってみていこう！,IT Operations,Database Administration
4276816,2022-01-31,JP,リモートワークで通用する!! 上司を100%説得する 質疑応答の極意,Leadership & Management,Communication
1159512,2022-01-31,JP,直感的にわかる！電気回路/電子回路の基礎を学ぼう,IT Operations,Hardware
4256744,2022-01-31,JP,ITパスポート 模擬試験問題集(6回240問),IT Operations,IT Certifications
4370388,2022-01-31,KR,【글로벌 Best】 Blockchain A-Z™: 블록체인 만들기 완벽 강의 (한글자막),Development,Software Engineering
4452634,2022-01-31,KR,한번에 완벽 마스터!  2021 연말정산 실무,Finance & Accounting,Finance Fundamentals
4418756,2022-01-31,KR,누구나 쉽게 디지털 드로잉 기초 배워보기,Design,Design Tools
4416920,2022-01-31,KR,예능처럼 재미있는 진짜 재테크,Finance & Accounting,Finance Fundamentals
4462286,2022-01-31,KR,"영업 초고수들에게 배우는, 세일즈 필살전략",Sales,Sales Skills & Tools
4457190,2022-01-31,KR,고객의 지갑을 여는 설득언어,Sales,Sales Skills & Tools
4443866,2022-01-31,KR,정확한 전달로 구현하는 비즈니스 커뮤니케이션,Leadership & Management,Communication
4466018,2022-01-31,KR,"바이든 4년, 세계경제 미래를 읽다",Finance & Accounting,Investing & Trading
4465940,2022-01-31,KR,영업왕 (The King Of Sales),Sales,Sales Skills & Tools
4371916,2022-01-31,KR,"영업(세일즈)의 A와 Z, 어프로치와 소개요청",Sales,Sales Skills & Tools
4367336,2022-01-19,KR,【글로벌 Best】 Python 부트캠프 : 100개의 프로젝트로 Pyt,Development,Programming Languages
4305113,2022-01-19,KR,【글로벌 Best】 JavaScript 알고리즘 & 자료구조 마스터클래스,Development,Software Engineering
4427238,2022-01-19,KR,Flutter Provider Essential 코스 (Korean),Development,Mobile Development
4348434,2022-01-19,KR,쉽게 이해되며 깔끔한 표현의 비즈니스 문서 만들기,Office Productivity,Presentations
4436594,2022-01-19,KR,안드로이드 앱개발 부트캠프,Development,Mobile Development
4290980,2022-01-19,KR,【글로벌 Best】 C#과 Unity로 3D 게임 개발하기(한글자막),Development,Game Development
4437560,2022-01-19,KR,간단한 게임을 만들면서 시작하는 iOS 개발,Development,Mobile Development
4362708,2022-01-19,KR,【글로벌 Best】 데이터 역량 강화를 위한 SQL 부트캠프 2022(한,IT Operations,Operating Systems & Servers
4382504,2022-01-19,KR,【글로벌 Best】 Python : 통계 분석을 위한 파이썬 (한글자막),Data Science,Statistical Analysis
4263706,2022-01-19,KR,감탄육아 스텝 1 -> 바꿔볼 표현들 / 더해볼 표현들,Personal Development,Life Skills
2369866,2022-01-19,KR,김수영스쿨 4강 - 인간관계와 멘탈관리,Personal Development,Personal Growth
1681890,2022-01-19,KR,A 10 hour ASP.NET CORE Course in Korean,Development,Programming Languages
4389576,2022-01-19,KR,【글로벌 Best】 AWS Certified Solutions Archi,Cloud Computing,Cloud Certification
1760342,2022-01-19,KR,OpenCV + Webapp,Data Science,Machine Learning
4362706,2022-01-19,KR,【글로벌 Best】 Python 완벽 부트캠프 2022 : 파이썬 초보자,Development,Programming Languages
4366820,2022-01-19,KR,【글로벌 Best】 R 프로그래밍 A-Z™: 직접 코딩하며 배우는 R 프,Development,Programming Languages
4250582,2022-01-19,KR,【글로벌 Best】 완벽한 Presentation 스킬 강의: 15시간,Leadership & Management,Communication
4219940,2022-01-19,KR,애착의 심리학,Personal Development,Life Skills
4398694,2022-01-19,KR,【글로벌 Best】 Android 12 및 Kotlin 개발 완전 정복,Development,Mobile Development
4251162,2022-01-19,KR,현대적인 미국 영어 속어 Modern American English Sl,Personal Development,Language Learning
4290978,2022-01-19,KR,【글로벌 Best】 언리얼 C++ 멀티플레이어 마스터 : 중급 게임 개발,Development,Game Development
4192266,2022-01-19,KR,[145시간 분량 강의 제공] Java 기초에서 실무까지 완전정복,Development,Programming Languages
4276634,2022-01-19,KR,뉴노멀 리더십 트렌드,Leadership & Management,Leadership
4441514,2022-01-19,KR,HRDIST의 리더가 알아야 할 성과관리 핵심 스킬,Workplace & Human Resources,Human Resources Fundamentals
4254666,2022-01-19,KR,【글로벌 Best】 업무 효율을 극대화할 수 있는 핵심 Excel 활용법,Office Productivity,Spreadsheets
4389560,2022-01-19,KR,【글로벌 Best】 AWS Certified Developer Assoc,Cloud Computing,Cloud Development
4395242,2022-01-19,KR,【글로벌 Best】 비즈니스 를 위한 Data Science : 6개의,Data Science,Big Data
4370278,2022-01-19,KR,신입사원 패키지,Leadership & Management,Management
4400040,2022-01-19,KR,【글로벌 Best】 초보자를 위한 Kubernetes 완벽강의 : 구글,Development,Development Tools
4371488,2022-01-19,KR,【글로벌 Best】 TensorFlow 2.0 : 딥러닝 모델 구현 마스,Data Science,Big Data
4409108,2022-01-19,KR,【글로벌 Best】 Python 및 Binance API 를 사용한 가상,Finance & Accounting,Investing & Trading
4393372,2022-01-19,KR,【글로벌 Best】 Machine Learning 실전 개발 | 8개의,Data Science,Machine Learning
4389604,2022-01-19,KR,【글로벌 Best】 AWS Certified Cloud 전문가 시험 합격,Cloud Computing,Cloud Development
4371960,2022-01-19,KR,성과급과 인센티브 시스템,Workplace & Human Resources,Human Resources Fundamentals
4370304,2022-01-19,KR,비즈니스 프레임워크 패키지,Data Science,Analytics
4382720,2022-01-19,KR,【글로벌 Best】 하루만에 AZ-900 Microsoft Azure F,IT Operations,IT Certifications
4370428,2022-01-19,KR,OKR 성과관리법,Workplace & Human Resources,Human Resources Fundamentals
4433928,2022-01-19,KR,【글로벌 Best】 Udemy 완벽 마스터: 성공적인 온라인 강의 만들기,Personal Development,Entrepreneurship
4250576,2022-01-19,KR,【글로벌 Best】 Cryptocurrency 완벽 강의: 암호화폐 및,Finance & Accounting,Investing & Trading
4383492,2022-01-19,KR,【글로벌 Best】 성공적인 조직 및 기업을 위한 ITSM 측정 및 지표,IT Operations,Network & Security
4415588,2022-01-19,KR,【글로벌 Best】 산업 적용 사례와 함께 하는 Blockchain 입문,Development,Software Engineering
4250574,2022-01-19,KR,【글로벌 Best】 사업계획서 완성하기 : 50개의 사업계획서 양식 포함,Personal Development,Entrepreneurship
4366822,2022-01-19,KR,【글로벌 Best】 R 프로그래밍: Data Science 에서의 R 고,Development,Programming Languages
4366826,2022-01-19,KR,【글로벌 Best】 Python 의 모든 것: 실전 문제로 배우는 파이썬,Development,Programming Languages
4415590,2022-01-19,KR,【글로벌 Best】 Machine Learning 완벽 실습 : 6가지,Data Science,Machine Learning
4382730,2022-01-19,KR,【글로벌 Best】 DP-200 Azure 데이터 시험 : 하루만에 완벽,IT Operations,IT Certifications
4382742,2022-01-19,KR,【글로벌 Best】 SC-900: Microsoft Security Fu,IT Operations,IT Certifications
4431242,2022-01-19,KR,코딩 초보자를 위한 파이썬(Python) 입문(Beginner),Development,Programming Languages
4390366,2022-01-19,KR,【글로벌 Best】 PMI-ACP 시험 합격을 위한 모든 것 (한글자막),Project Management & Operations,Project Management Certifications
4400036,2022-01-19,KR,【글로벌 Best】 초보자를 위한 Python 3 프로그래밍 (한글 자막,Development,Programming Languages
4413198,2022-01-19,KR,【글로벌 Best】 초보자를 위한 AWS SageMaker 실습 | 6개,Cloud Computing,Cloud Development
4250578,2022-01-19,KR,【글로벌 Best】 업무 위임을 통해 조직 및 팀 관리하기 (그리고 목표,Leadership & Management,Management
4390364,2022-01-19,KR,【글로벌 Best】 PMP PMBOK 6 모의고사 완벽 대비: PMP 응,Project Management & Operations,Project Management Certifications
4400024,2022-01-19,KR,【글로벌 Best】  완전 초보자를 위한 Java 프로그래밍 : 단기간에,Development,Programming Languages
4382746,2022-01-19,KR,【글로벌 Best】 SC-300 Microsoft ID 및 액세스 관리자,IT Operations,IT Certifications
4382736,2022-01-19,KR,【글로벌 Best】 AI-102 Microsoft Azure AI 솔루션,IT Operations,IT Certifications
4383490,2022-01-19,KR,【글로벌 Best】 ITIL 4를 통한 서비스 관리 기초 강의 (한글자막,IT Operations,IT Certifications
4382734,2022-01-19,KR,【글로벌 Best】 DP-900 Azure Data Fundamental,IT Operations,IT Certifications
4382724,2022-01-19,KR,【글로벌 Best】 AZ-900: Microsoft Azure Funda,IT Operations,IT Certifications
3978660,2022-01-19,KR,모두의 일러스트레이터 CC,Design,Design Tools
4431412,2022-01-19,KR,혼자배우는 자바스크립트: 기본부터 포트폴리오까지 한번에 끝내기,Development,Programming Languages
4185774,2022-01-19,KR,JSP 기초에서 실무까지 완전정복,Development,Web Development
2886252,2022-01-19,KR,아빠가 들려주는 Rshiny 뚝딱 만들기,Development,Web Development
4187812,2022-01-19,KR,빅데이터 활용을 위한 R프로그래밍 한 번에 끝내기,Development,Programming Languages
4197914,2022-01-19,KR,"기초부터 심화까지 한번에 해결하는 자바스크립트, jQuery",Development,Programming Languages
4400472,2022-01-19,KR,【글로벌 Best】 C# Unity 게임 개발자 2D (한글자막),Development,Game Development
4405668,2022-01-19,KR,【글로벌 Best】 Deep Reinforcement Learning :,Data Science,Machine Learning
4395212,2022-01-19,KR,【글로벌 Best】 현대 인공지능 (AI) 마스터 클래스 : 6개의 프로,Data Science,Machine Learning
4415582,2022-01-19,KR,【글로벌 Best】 비즈니스 분석 및 Data Science 를 위한 핵,Data Science,Statistical Analysis
4413166,2022-01-19,KR,【글로벌 Best】 Machine Learning 라이브러리 수학적 기초,Data Science,Machine Learning
4382744,2022-01-19,KR,【글로벌 Best】 2021년 AZ-700 설계 및 구현 Azure 네트,IT Operations,IT Certifications
4420500,2022-01-19,KR,【글로벌 Best】 DevOps 학습: 파이프라인 및 Docker를 이용,Development,Development Tools
4390362,2022-01-19,KR,【글로벌 Best】 PMP 수학 준비 - PMP 수학과 공식들 (한글 자,Project Management & Operations,Project Management Certifications
4370390,2022-01-19,KR,【글로벌 Best】 Deep Learning 과 자연어 처리 (NLP),Development,Web Development
4393358,2022-01-19,KR,【글로벌 Best】 재무 분석을 위한 Python 및 Machine Le,Data Science,Machine Learning
4395218,2022-01-19,KR,【글로벌 Best】 기초부터 배우는 Python 인공 신경망 : 완벽가이,Data Science,Machine Learning
4409106,2022-01-19,KR,【글로벌 Best】 알고리즘 거래와 투자의 기술적 분석 with Pyth,Development,Programming Languages
4371516,2022-01-19,KR,【글로벌 Best】 Python 을 사용하여 직접 데이터 시각화 하기 (,Data Science,Data Visualization
4393360,2022-01-19,KR,【글로벌 Best】 Pandas 및 Python 을 이용한 데이터 분석,Data Science,Analytics
4371498,2022-01-19,KR,【글로벌 Best】 No 코드 머신 러닝 : Modern ML 도구에 대,Data Science,Machine Learning
4382740,2022-01-19,KR,【글로벌 Best】 DP-100 마이크로소프트 Azure 데이터 과학자,IT Operations,IT Certifications
4382718,2022-01-19,KR,【글로벌 Best】 Azure Functions 및 Logic Apps,Cloud Computing,Cloud Development
4382738,2022-01-19,KR,【글로벌 Best】 AI-900 Fundamentals 시험 준비 : 하,IT Operations,IT Certifications
4395276,2022-01-19,KR,【글로벌 Best】 CISCO CCNA 랩 : 실제 및 가상 옵션들 (한,IT Operations,Network & Security
944750,2022-01-27,PT,Introdução à lógica & raciocínio crítico,Personal Development,Personal Growth
2800672,2022-01-27,PT,Inteligência de Mercado e KPIs na Tomada de Decisão,Project Management & Operations,Project Management Tools
2809249,2022-01-27,PT,KPI - Indicadores de Desempenho,Project Management & Operations,Project Management Tools
2035958,2022-01-27,PT,Estatística Descritiva com Python,Development,Web Development
1431254,2022-01-27,PT,Big Data - Processamento de dados com Spark e PySpark,Data Science,Big Data
1716180,2022-01-27,PT,PNL - Practitioner em Programação Neurolinguística,Personal Development,Personal Growth
1975332,2022-01-27,PT,PNL Programação Neurolinguística (Cert. básico ao avançado),Personal Development,Personal Growth
1668212,2022-01-25,PT,Curso de ASP .NET Core MVC - Criando um Site do Zero (NET 6),Development,Web Development
4274084,2022-01-11,PT,"Domine Apache Kafka, Fundamentos e Aplicações Reais [2022]",Data Science,Big Data
2456404,2022-01-10,PT,SEO na prática - Como otimizar e criar um projeto de SEO?,Marketing,Search Engine Optimization
2164940,2022-01-10,PT,Licitações para Obras e Serviços de Engenharia [RECOMENDADO],Project Management & Operations,Operations Management
4274514,2022-01-06,PT,"Curso de RH: Diversidade, Inclusão e Viés Inconsciente",Workplace & Human Resources,Talent Management
2955494,2022-01-06,PT,Master DAX - Power BI orientado a projeto.,Data Science,Data Visualization
4362774,2022-01-06,PT,OKR na Prática | O Guia Completo + 3 Cursos Extras,Leadership & Management,Strategy
3406806,2022-01-06,PT,Aprenda o Windows 10 do Zero,IT Operations,Operating Systems & Servers
3252434,2022-01-03,PT,DevOps na Prática: Criando uma Pipeline do Zero,Development,Web Development
3597512,2022-01-03,PT,OutSystems Reactive para Iniciantes,Development,Programming Languages
3858100,2022-01-25,TR,Borsa ve Kripto Eğitimi 3 | Eğitim Tekrarı+Örnekler+Strateji,Finance & Accounting,Investing & Trading
3242032,2022-01-25,TR,Borsa Eğitimi 4 | Temel Analiz (Şirket/Bilanço İnceleme),Finance & Accounting,Investing & Trading